application_id;application_date;rm_id;branch_id;business_sector;final_credit_status;approval_stage;decision_date;akad_signing_date;disbursement_date;requested_plafond;approved_plafond;missing_field_count;doc_completeness_flag;data_quality_score;rejection_reason
APP00202;06/06/2024;RM002;B01;Jasa;Approved;Komite;16/06/2024;25/06/2024;26/06/2024;2,16;1,33;4;Incomplete;45;
APP00203;07/02/2024;RM003;B10;Perdagangan;Rejected;Analisis;17/02/2024;;;4,33;0,00;2;Incomplete;60;Cashflow Lemah
APP00204;17/08/2024;RM005;B06;Pertanian;Approved;Komite;22/09/2024;26/09/2024;28/09/2024;2,12;1,87;3;Incomplete;60;
APP00205;20/02/2024;RM011;B02;Jasa;Approved;Analisis;29/02/2024;15/03/2024;21/03/2024;2,08;1,53;1;Complete;90;
APP00206;20/09/2024;RM008;B13;Pertanian;Rejected;Analisis;29/10/2024;;;2,88;0,00;1;Complete;75;Cashflow Lemah
APP00207;09/10/2024;RM026;B03;Jasa;Pending;Verifikasi;;;;2,36;0,00;1;Complete;85;
APP00208;27/01/2024;RM023;B14;Jasa;Pending;Verifikasi;;;;1,87;0,00;2;Incomplete;70;
APP00209;13/08/2024;RM023;B08;Perdagangan;Pending;Verifikasi;;;;1,29;0,00;0;Complete;100;
APP00210;03/10/2024;RM012;B10;Perdagangan;Approved;Komite;16/10/2024;29/10/2024;01/11/2024;2,08;1,92;1;Complete;90;
APP00211;12/10/2024;RM007;B14;Transportasi;Pending;Analisis;;;;3,82;0,00;2;Incomplete;70;
APP00212;06/04/2024;RM015;B14;Perdagangan;Approved;Analisis;19/04/2024;03/05/2024;;5,78;3,85;1;Complete;90;
APP00213;10/10/2024;RM024;B06;Transportasi;Rejected;Verifikasi;14/11/2024;;;2,36;0,00;4;Incomplete;30;Sektor Risiko Tinggi
APP00214;12/11/2024;RM017;B03;Jasa;Rejected;Analisis;22/12/2024;;;3,12;0,00;2;Incomplete;78;Cashflow Lemah
APP00215;30/10/2024;RM004;B07;Perdagangan;Approved;Komite;14/11/2024;18/11/2024;26/11/2024;2,33;1,41;0;Complete;100;
APP00216;26/05/2024;RM029;B04;Perdagangan;Pending;Verifikasi;;;;1,88;0,00;1;Complete;85;
APP00217;04/01/2024;RM022;B14;Perdagangan;Pending;Analisis;;;;2,70;0,00;2;Incomplete;70;
APP00218;04/02/2024;RM025;B09;Konstruksi;Approved;Komite;25/02/2024;06/03/2024;09/03/2024;4,05;2,61;0;Complete;100;
APP00219;10/07/2024;RM013;B15;Jasa;Rejected;Verifikasi;17/08/2024;;;1,16;0,00;0;Complete;90;Sektor Risiko Tinggi
APP00220;18/02/2024;RM018;B05;Jasa;Approved;Komite;21/03/2024;26/03/2024;03/04/2024;0,83;0,82;1;Complete;90;
APP00221;17/01/2024;RM001;B03;Perdagangan;Approved;Komite;16/04/2024;18/02/2024;19/02/2024;1,44;1,16;4;Incomplete;45;
APP00222;20/06/2024;RM016;B02;Perdagangan;Approved;Komite;29/07/2024;05/08/2024;06/08/2024;2,25;1,91;1;Complete;90;
APP00223;07/08/2024;RM013;B11;Jasa;Approved;Komite;24/08/2024;27/08/2024;30/08/2024;3,34;2,48;4;Incomplete;45;
APP00224;06/06/2024;RM010;B02;Perdagangan;Pending;Analisis;;;;1,10;0,00;3;Incomplete;55;
APP00225;15/02/2024;RM012;B03;Pertanian;Pending;Verifikasi;;;;0,45;0,00;0;Complete;100;
APP00226;06/01/2024;RM030;B02;Jasa;Pending;Verifikasi;;;;1,46;0,00;2;Incomplete;70;
APP00227;08/04/2024;RM002;B14;Jasa;Pending;Verifikasi;;;;1,76;0,00;1;Complete;85;
APP00228;20/08/2024;RM023;B04;Jasa;Approved;Komite;13/09/2024;16/09/2024;26/09/2024;0,99;0,66;0;Complete;100;
APP00229;06/02/2024;RM003;B02;Jasa;Approved;Komite;07/03/2024;15/03/2024;17/03/2024;1,26;1,14;2;Incomplete;75;
APP00230;06/10/2024;RM010;B10;Transportasi;Approved;Komite;03/11/2024;18/11/2024;22/11/2024;3,34;2,66;2;Incomplete;75;
APP00231;14/12/2024;RM002;B09;Jasa;Approved;Komite;16/01/2025;19/01/2025;20/01/2025;2,08;1,53;0;Complete;100;
APP00232;28/10/2024;RM030;B02;Perdagangan;Pending;Analisis;;;;2,44;0,00;4;Incomplete;40;
APP00233;29/06/2024;RM027;B09;Produksi;Approved;Analisis;06/08/2024;13/08/2024;23/08/2024;1,60;1,31;2;Incomplete;75;
APP00234;04/04/2024;RM023;B13;Perdagangan;Approved;Komite;07/05/2024;15/05/2024;17/05/2024;1,26;1,14;4;Incomplete;45;
APP00235;08/04/2024;RM013;B06;Perdagangan;Approved;Komite;20/04/2024;28/04/2024;06/05/2024;1,59;1,13;0;Complete;100;
APP00236;06/07/2024;RM013;B01;Transportasi;Rejected;Analisis;26/07/2024;;;2,67;0,00;4;Incomplete;30;Agunan Tidak Cukup
APP00237;25/04/2024;RM018;B04;Pertanian;Rejected;Analisis;14/05/2024;;;0,81;0,00;1;Complete;75;Dokumen Tidak Lengkap
APP00238;09/07/2024;RM003;B15;Transportasi;Pending;Verifikasi;;;;5,34;0,00;0;Complete;100;
APP00239;09/09/2024;RM027;B14;Jasa;Rejected;Verifikasi;18/09/2024;;;2,80;0,00;2;Incomplete;60;Sektor Risiko Tinggi
APP00240;09/06/2024;RM007;B01;Jasa;Pending;Verifikasi;;;;1,44;0,00;2;Incomplete;70;
APP00241;12/09/2024;RM014;B14;Perdagangan;Pending;Verifikasi;;;;3,23;0,00;1;Complete;85;
APP00242;18/11/2024;RM020;B06;Perdagangan;Approved;Komite;14/12/2024;23/12/2024;24/12/2024;4,13;2,54;1;Complete;90;
APP00243;07/05/2024;RM029;B14;Pertanian;Pending;Verifikasi;;;;1,63;0,00;0;Complete;100;
APP00244;18/01/2024;RM030;B13;Jasa;Pending;Verifikasi;;;;1,74;0,00;2;Incomplete;70;
APP00245;07/10/2024;RM017;B04;Pertanian;Pending;Analisis;;;;4,86;0,00;1;Complete;85;
APP00246;10/08/2024;RM029;B03;Produksi;Pending;Verifikasi;;;;7,07;0,00;1;Complete;85;
APP00247;23/02/2024;RM030;B03;Perdagangan;Approved;Komite;29/02/2024;05/03/2024;15/03/2024;2,02;1,47;1;Complete;90;
APP00248;27/02/2024;RM021;B09;Jasa;Pending;Verifikasi;;;;0,99;0,00;4;Incomplete;40;
APP00249;18/11/2024;RM012;B06;Produksi;Rejected;Verifikasi;28/12/2024;;;1,50;0,00;2;Incomplete;60;Agunan Tidak Cukup
APP00250;25/12/2024;RM025;B09;Perdagangan;Approved;Komite;13/01/2025;19/01/2025;22/01/2025;3,69;3,14;2;Incomplete;75;
APP00251;22/06/2024;RM016;B13;Pertanian;Pending;Verifikasi;;;;1,07;0,00;4;Incomplete;40;
APP00252;06/10/2024;RM024;B05;Jasa;Approved;Komite;25/10/2024;05/11/2024;06/11/2024;1,75;1,73;1;Complete;90;
APP00253;23/04/2024;RM012;B02;Perdagangan;Pending;Verifikasi;;;;2,36;0,00;0;Complete;100;
APP00254;14/10/2024;RM015;B08;Jasa;Pending;Analisis;;;;1,14;0,00;0;Complete;100;
APP00255;07/12/2024;RM025;B05;Transportasi;Approved;Komite;12/12/2024;21/12/2024;25/12/2024;3,83;2,94;2;Incomplete;75;
APP00256;30/05/2024;RM010;B02;Perdagangan;Pending;Analisis;;;;3,01;0,00;0;Complete;100;
APP00257;06/05/2024;RM030;B04;Pertanian;Approved;Komite;15/05/2024;27/05/2024;30/05/2024;6,62;5,39;1;Complete;90;
APP00258;03/06/2024;RM025;B09;Perdagangan;Pending;Verifikasi;;;;3,17;0,00;0;Complete;100;
APP00259;29/09/2024;RM007;B15;Pertanian;Approved;Komite;07/10/2024;20/10/2024;22/10/2024;1,11;0,93;0;Complete;100;
APP00260;13/04/2024;RM020;B04;Produksi;Pending;Verifikasi;;;;2,73;0,00;1;Complete;85;
APP00261;25/10/2024;RM005;B13;Perdagangan;Approved;Komite;13/11/2024;28/11/2024;04/12/2024;3,59;3,10;5;Incomplete;30;
APP00262;02/09/2024;RM001;B12;Perdagangan;Pending;Analisis;;;;3,70;0,00;2;Incomplete;70;
APP00263;24/06/2024;RM030;B12;Pertanian;Approved;Komite;03/07/2024;08/07/2024;;1,24;1,13;4;Incomplete;45;
APP00264;08/02/2024;RM017;B12;Jasa;Rejected;Analisis;15/02/2024;;;1,16;0,00;4;Incomplete;30;Dokumen Tidak Lengkap
APP00265;18/06/2024;RM003;B13;Produksi;Rejected;Analisis;14/07/2024;;;1,00;0,00;0;Complete;90;Sektor Risiko Tinggi
APP00266;03/09/2024;RM013;B15;Perdagangan;Rejected;Verifikasi;12/09/2024;;;5,19;0,00;0;Complete;90;Cashflow Lemah
APP00267;26/01/2024;RM014;B14;Konstruksi;Pending;Verifikasi;;;;2,88;0,00;2;Incomplete;70;
APP00268;20/12/2024;RM024;B04;Produksi;Pending;Analisis;;;;1,21;0,00;3;Incomplete;55;
APP00269;01/11/2024;RM030;B02;Konstruksi;Approved;Komite;08/12/2024;13/12/2024;22/12/2024;2,14;1,59;1;Complete;90;
APP00270;13/01/2024;RM018;B13;Perdagangan;Approved;Analisis;02/02/2024;07/02/2024;16/02/2024;1,84;1,32;5;Incomplete;30;
APP00271;11/11/2024;RM004;B12;Jasa;Approved;Komite;03/12/2024;07/12/2024;14/12/2024;1,11;0,91;0;Complete;100;
APP00272;08/11/2024;RM018;B15;Jasa;Pending;Verifikasi;;;;2,03;0,00;0;Complete;100;
APP00273;05/02/2024;RM030;B06;Jasa;Rejected;Verifikasi;12/03/2024;;;2,22;0,00;2;Incomplete;60;Agunan Tidak Cukup
APP00274;21/06/2024;RM005;B13;Jasa;Approved;Komite;09/07/2024;21/07/2024;22/07/2024;6,32;4,11;1;Complete;90;
APP00275;20/01/2024;RM025;B11;Perdagangan;Rejected;Analisis;28/02/2024;;;1,34;0,00;0;Complete;90;Cashflow Lemah
APP00276;16/11/2024;RM016;B14;Produksi;Pending;Analisis;;;;0,71;0,00;1;Complete;85;
APP00277;20/09/2024;RM001;B02;Jasa;Pending;Verifikasi;;;;1,06;0,00;0;Complete;100;
APP00278;21/05/2024;RM021;B12;Perdagangan;Approved;Komite;03/06/2024;12/06/2024;18/06/2024;1,16;1,00;2;Incomplete;75;
APP00279;22/05/2024;RM014;B07;Produksi;Approved;Komite;26/06/2024;08/07/2024;09/07/2024;1,53;0,96;3;Incomplete;60;
APP00280;01/04/2024;RM015;B03;Jasa;Pending;Analisis;;;;1,06;0,00;3;Incomplete;55;
APP00281;19/12/2024;RM009;B15;Perdagangan;Pending;Verifikasi;;;;3,25;0,00;2;Incomplete;70;
APP00282;17/11/2024;RM015;B03;Transportasi;Approved;Komite;07/12/2024;20/12/2024;22/12/2024;1,01;0,66;1;Complete;90;
APP00283;14/10/2024;RM017;B05;Konstruksi;Pending;Verifikasi;;;;2,01;0,00;1;Complete;85;
APP00284;02/08/2024;RM025;B03;Jasa;Rejected;Verifikasi;06/09/2024;;;6,58;0,00;0;Complete;90;Dokumen Tidak Lengkap
APP00285;07/12/2024;RM024;B02;Perdagangan;Rejected;Verifikasi;07/01/2025;;;2,76;0,00;0;Complete;90;Agunan Tidak Cukup
APP00286;20/02/2024;RM004;B10;Pertanian;Rejected;Analisis;08/03/2024;;;2,60;0,00;0;Complete;90;Dokumen Tidak Lengkap
APP00287;01/06/2024;RM012;B09;Jasa;Approved;Komite;12/06/2024;18/06/2024;20/06/2024;6,04;5,09;3;Incomplete;60;
APP00288;04/07/2024;RM027;B02;Perdagangan;Approved;Analisis;15/07/2024;25/07/2024;31/07/2024;4,19;2,69;4;Incomplete;45;
APP00289;03/03/2024;RM026;B14;Jasa;Pending;Verifikasi;;;;2,78;0,00;1;Complete;85;
APP00290;08/07/2024;RM005;B11;Jasa;Approved;Komite;09/08/2024;21/08/2024;;1,65;1,15;2;Incomplete;75;
APP00291;04/05/2024;RM029;B02;Jasa;Approved;Komite;31/05/2024;05/06/2024;11/06/2024;1,96;1,83;0;Complete;100;
APP00292;29/05/2024;RM005;B13;Jasa;Approved;Analisis;30/06/2024;06/07/2024;09/07/2024;1,90;1,74;2;Incomplete;75;
APP00293;09/11/2024;RM011;B15;Produksi;Approved;Analisis;10/12/2024;20/12/2024;28/12/2024;1,56;1,45;2;Incomplete;75;
APP00294;27/02/2024;RM028;B08;Konstruksi;Approved;Analisis;01/04/2024;14/04/2024;22/04/2024;2,25;2,00;1;Complete;90;
APP00295;07/12/2024;RM006;B15;Jasa;Approved;Komite;15/12/2024;22/12/2024;25/12/2024;2,45;2,29;0;Complete;100;
APP00296;31/10/2024;RM007;B09;Produksi;Approved;Analisis;11/11/2024;21/11/2024;;0,94;0,64;3;Incomplete;60;
APP00297;28/06/2024;RM024;B07;Konstruksi;Approved;Komite;06/07/2024;13/07/2024;21/07/2024;5,28;4,12;2;Incomplete;75;
APP00298;18/06/2024;RM014;B03;Jasa;Pending;Analisis;;;;2,54;0,00;3;Incomplete;55;
APP00299;21/11/2024;RM024;B09;Jasa;Pending;Verifikasi;;;;1,69;0,00;3;Incomplete;55;
APP00300;27/09/2024;RM011;B03;Produksi;Pending;Analisis;;;;2,26;0,00;5;Incomplete;25;
APP00301;23/02/2024;RM030;B05;Jasa;Approved;Analisis;24/03/2024;06/04/2024;;3,46;2,39;0;Complete;100;
APP00302;10/04/2024;RM013;B09;Pertanian;Approved;Komite;06/05/2024;09/05/2024;13/05/2024;0,82;0,52;0;Complete;100;
APP00303;20/09/2024;RM002;B12;Jasa;Pending;Verifikasi;;;;1,86;0,00;0;Complete;100;
APP00304;22/02/2024;RM025;B14;Transportasi;Pending;Verifikasi;;;;0,97;0,00;0;Complete;100;
APP00305;29/02/2024;RM007;B14;Perdagangan;Approved;Komite;11/03/2024;26/03/2024;01/04/2024;9,76;6,46;1;Complete;90;
APP00306;17/04/2024;RM020;B03;Perdagangan;Approved;Komite;07/05/2024;17/05/2024;26/05/2024;2,15;1,97;2;Incomplete;75;
APP00307;05/01/2024;RM004;B07;Produksi;Rejected;Verifikasi;22/01/2024;;;0,98;0,00;1;Complete;75;Sektor Risiko Tinggi
APP00308;12/04/2024;RM027;B12;Perdagangan;Approved;Analisis;29/04/2024;06/05/2024;15/05/2024;17,19;11,48;0;Complete;100;
APP00309;14/07/2024;RM008;B01;Perdagangan;Approved;Komite;22/08/2024;04/09/2024;05/09/2024;1,44;1,33;4;Incomplete;45;
APP00310;18/09/2024;RM020;B04;Perdagangan;Pending;Analisis;;;;1,75;0,00;0;Complete;100;
APP00311;15/12/2024;RM029;B04;Perdagangan;Approved;Analisis;17/01/2025;28/01/2025;01/02/2025;1,83;1,78;0;Complete;100;
APP00312;16/02/2024;RM022;B07;Perdagangan;Approved;Komite;29/02/2024;05/03/2024;06/03/2024;1,19;1,15;2;Incomplete;75;
APP00313;20/12/2024;RM021;B08;Transportasi;Approved;Komite;21/01/2025;25/01/2025;31/01/2025;2,30;1,88;2;Incomplete;75;
APP00314;06/11/2024;RM019;B01;Perdagangan;Pending;Analisis;;;;0,53;0,00;1;Complete;85;
APP00315;03/11/2024;RM013;B05;Produksi;Approved;Komite;19/11/2024;29/11/2024;05/12/2024;3,80;2,29;0;Complete;100;
APP00316;23/05/2024;RM014;B07;Pertanian;Approved;Analisis;14/06/2024;22/06/2024;29/06/2024;1,01;0,63;2;Incomplete;75;
APP00317;25/09/2024;RM010;B12;Konstruksi;Approved;Komite;29/10/2024;10/11/2024;17/11/2024;1,55;1,20;0;Complete;100;
APP00318;03/05/2024;RM011;B04;Perdagangan;Rejected;Analisis;23/05/2024;;;3,11;0,00;0;Complete;90;Cashflow Lemah
APP00319;15/04/2024;RM002;B13;Konstruksi;Approved;Analisis;24/04/2024;01/05/2024;04/05/2024;1,75;1,18;2;Incomplete;75;
APP00320;06/06/2024;RM025;B04;Jasa;Rejected;Verifikasi;09/07/2024;;;1,80;0,00;0;Complete;90;Agunan Tidak Cukup
APP00321;26/05/2024;RM026;B04;Produksi;Approved;Komite;05/07/2024;18/07/2024;26/07/2024;1,08;0,72;0;Complete;100;
APP00322;24/05/2024;RM009;B12;Produksi;Rejected;Verifikasi;04/06/2024;;;6,97;0,00;1;Complete;75;Sektor Risiko Tinggi
APP00323;29/04/2024;RM017;B06;Pertanian;Rejected;Analisis;07/05/2024;;;2,73;0,00;5;Incomplete;15;Cashflow Lemah
APP00324;14/11/2024;RM026;B07;Perdagangan;Approved;Analisis;23/12/2024;01/01/2025;10/01/2025;1,04;0,87;4;Incomplete;45;
APP00325;01/10/2024;RM003;B02;Produksi;Approved;Komite;06/10/2024;20/10/2024;22/10/2024;2,21;1,77;1;Complete;90;
APP00326;01/04/2024;RM024;B15;Jasa;Approved;Analisis;11/04/2024;18/04/2024;20/04/2024;0,99;0,61;0;Complete;100;
APP00327;27/02/2024;RM006;B05;Pertanian;Approved;Komite;18/03/2024;28/03/2024;31/03/2024;5,57;5,44;0;Complete;100;
APP00328;11/12/2024;RM005;B04;Transportasi;Pending;Verifikasi;;;;2,24;0,00;0;Complete;100;
APP00329;16/08/2024;RM005;B15;Perdagangan;Approved;Komite;31/08/2024;07/09/2024;13/09/2024;1,10;0,80;1;Complete;90;
APP00330;26/04/2024;RM022;B14;Transportasi;Approved;Komite;27/05/2024;02/06/2024;;3,01;2,00;2;Incomplete;75;
APP00331;13/11/2024;RM015;B13;Perdagangan;Approved;Analisis;19/12/2024;28/12/2024;02/01/2025;1,68;1,24;1;Complete;90;
APP00332;05/10/2024;RM023;B03;Perdagangan;Rejected;Verifikasi;09/11/2024;;;0,92;0,00;1;Complete;75;Sektor Risiko Tinggi
APP00333;06/05/2024;RM017;B07;Perdagangan;Approved;Komite;24/05/2024;03/06/2024;13/06/2024;2,49;1,86;0;Complete;100;
APP00334;08/05/2024;RM009;B11;Perdagangan;Approved;Analisis;07/06/2024;11/06/2024;14/06/2024;2,45;1,99;1;Complete;90;
APP00335;27/02/2024;RM003;B12;Produksi;Approved;Komite;06/03/2024;12/03/2024;18/03/2024;3,92;3,72;0;Complete;100;
APP00336;01/05/2024;RM020;B06;Perdagangan;Rejected;Analisis;16/05/2024;;;2,06;0,00;1;Complete;75;Cashflow Lemah
APP00337;01/01/2024;RM026;B14;Perdagangan;Pending;Verifikasi;;;;2,11;0,00;2;Incomplete;70;
APP00338;26/08/2024;RM017;B07;Konstruksi;Approved;Komite;24/09/2024;03/10/2024;09/10/2024;2,18;1,44;2;Incomplete;75;
APP00339;16/10/2024;RM029;B05;Pertanian;Approved;Analisis;21/10/2024;02/11/2024;09/11/2024;5,16;3,98;1;Complete;90;
APP00340;05/04/2024;RM027;B13;Pertanian;Approved;Komite;04/05/2024;12/05/2024;13/05/2024;1,65;1,12;1;Complete;90;
APP00341;05/05/2024;RM010;B06;Konstruksi;Approved;Komite;26/05/2024;07/06/2024;;2,63;1,61;0;Complete;100;
APP00342;27/04/2024;RM003;B05;Produksi;Rejected;Analisis;31/05/2024;;;2,87;0,00;0;Complete;90;Dokumen Tidak Lengkap
APP00343;17/02/2024;RM018;B14;Perdagangan;Pending;Verifikasi;;;;2,45;0,00;2;Incomplete;70;
APP00344;29/03/2024;RM018;B07;Jasa;Approved;Komite;21/04/2024;28/04/2024;04/05/2024;1,61;1,50;0;Complete;100;
APP00345;24/08/2024;RM030;B02;Produksi;Rejected;Verifikasi;25/09/2024;;;2,13;0,00;2;Incomplete;60;Cashflow Lemah
APP00346;28/09/2024;RM017;B14;Perdagangan;Approved;Analisis;07/11/2024;21/11/2024;24/11/2024;1,87;1,85;2;Incomplete;75;
APP00347;07/07/2024;RM024;B11;Produksi;Pending;Verifikasi;;;;6,42;0,00;4;Incomplete;40;
APP00348;10/07/2024;RM003;B05;Perdagangan;Rejected;Analisis;15/08/2024;;;1,51;0,00;4;Incomplete;30;Agunan Tidak Cukup
APP00349;09/03/2024;RM003;B06;Perdagangan;Approved;Komite;23/03/2024;30/03/2024;02/04/2024;1,15;0,74;0;Complete;100;
APP00350;04/10/2024;RM006;B06;Jasa;Pending;Analisis;;;;1,98;0,00;5;Incomplete;25;
APP00351;14/12/2024;RM013;B15;Produksi;Approved;Analisis;31/12/2024;03/01/2025;11/01/2025;1,89;1,77;2;Incomplete;75;
APP00352;03/09/2024;RM024;B05;Jasa;Approved;Analisis;26/09/2024;09/10/2024;;2,23;1,92;2;Incomplete;75;
APP00353;16/03/2024;RM029;B10;Produksi;Approved;Analisis;03/04/2024;12/04/2024;;1,51;1,21;0;Complete;100;
APP00354;02/06/2024;RM015;B07;Perdagangan;Approved;Komite;10/06/2024;17/06/2024;23/06/2024;2,12;1,88;3;Incomplete;60;
APP00355;23/05/2024;RM025;B10;Perdagangan;Pending;Verifikasi;;;;2,14;0,00;0;Complete;100;
APP00356;26/03/2024;RM009;B08;Konstruksi;Rejected;Analisis;04/05/2024;;;3,41;0,00;3;Incomplete;45;Sektor Risiko Tinggi
APP00357;03/07/2024;RM004;B07;Produksi;Pending;Analisis;;;;2,10;0,00;0;Complete;100;
APP00358;11/10/2024;RM014;B05;Perdagangan;Rejected;Analisis;19/10/2024;;;2,11;0,00;2;Incomplete;60;Dokumen Tidak Lengkap
APP00359;07/08/2024;RM005;B01;Pertanian;Rejected;Verifikasi;01/09/2024;;;2,70;0,00;1;Complete;75;Agunan Tidak Cukup
APP00360;09/03/2024;RM002;B13;Perdagangan;Approved;Analisis;17/03/2024;20/03/2024;30/03/2024;3,34;2,57;0;Complete;100;
APP00361;16/02/2024;RM011;B05;Jasa;Approved;Komite;24/02/2024;07/03/2024;;1,10;0,98;0;Complete;100;
APP00362;03/04/2024;RM009;B10;Perdagangan;Approved;Komite;08/05/2024;21/05/2024;29/05/2024;0,94;0,60;1;Complete;90;
APP00363;25/08/2024;RM024;B02;Produksi;Pending;Analisis;;;;5,48;0,00;0;Complete;100;
APP00364;22/07/2024;RM003;B13;Produksi;Rejected;Verifikasi;28/08/2024;;;3,03;0,00;1;Complete;75;Cashflow Lemah
APP00365;05/08/2024;RM027;B05;Perdagangan;Approved;Analisis;12/09/2024;27/09/2024;03/10/2024;1,74;1,60;2;Incomplete;75;
APP00366;06/12/2024;RM028;B05;Konstruksi;Pending;Verifikasi;;;;2,01;0,00;3;Incomplete;55;
APP00367;08/02/2024;RM029;B02;Jasa;Pending;Verifikasi;;;;1,57;0,00;2;Incomplete;70;
APP00368;09/04/2024;RM009;B05;Perdagangan;Pending;Analisis;;;;2,25;0,00;0;Complete;100;
APP00369;15/10/2024;RM003;B13;Perdagangan;Approved;Komite;30/10/2024;13/11/2024;15/11/2024;1,11;1,00;0;Complete;100;
APP00370;10/09/2024;RM025;B04;Perdagangan;Approved;Analisis;18/09/2024;21/09/2024;30/09/2024;3,28;3,23;0;Complete;100;
APP00371;09/08/2024;RM002;B01;Perdagangan;Approved;Komite;15/09/2024;27/09/2024;03/10/2024;2,20;1,42;4;Incomplete;45;
APP00372;22/12/2024;RM012;B03;Jasa;Approved;Komite;01/01/2025;15/01/2025;19/01/2025;2,25;1,63;3;Incomplete;60;
APP00373;23/01/2024;RM010;B01;Pertanian;Approved;Komite;08/02/2024;18/02/2024;19/02/2024;1,16;1,07;1;Complete;90;
APP00374;06/09/2024;RM009;B12;Jasa;Pending;Analisis;;;;2,72;0,00;0;Complete;100;
APP00375;10/01/2024;RM015;B11;Perdagangan;Approved;Komite;19/01/2024;26/01/2024;03/02/2024;1,18;0,81;3;Incomplete;60;
APP00376;02/09/2024;RM008;B15;Perdagangan;Rejected;Analisis;11/09/2024;;;1,31;0,00;3;Incomplete;45;Dokumen Tidak Lengkap
APP00377;20/11/2024;RM025;B05;Perdagangan;Approved;Komite;10/12/2024;25/12/2024;03/01/2025;2,09;2,08;3;Incomplete;60;
APP00378;09/04/2024;RM005;B04;Jasa;Pending;Verifikasi;;;;8,93;0,00;3;Incomplete;55;
APP00379;16/10/2024;RM011;B07;Pertanian;Approved;Analisis;15/11/2024;30/11/2024;;2,20;1,56;1;Complete;90;
APP00380;28/06/2024;RM027;B05;Perdagangan;Pending;Verifikasi;;;;0,42;0,00;0;Complete;100;
APP00381;10/08/2024;RM002;B10;Produksi;Rejected;Verifikasi;22/08/2024;;;1,35;0,00;1;Complete;75;Cashflow Lemah
APP00382;06/09/2024;RM024;B14;Konstruksi;Approved;Analisis;26/09/2024;02/10/2024;10/10/2024;2,99;2,71;1;Complete;90;
APP00383;26/05/2024;RM028;B04;Jasa;Approved;Analisis;02/06/2024;14/06/2024;24/06/2024;1,01;0,92;1;Complete;90;
APP00384;05/04/2024;RM015;B02;Pertanian;Pending;Verifikasi;;;;3,26;0,00;1;Complete;85;
APP00385;13/09/2024;RM006;B04;Jasa;Approved;Komite;23/09/2024;08/10/2024;16/10/2024;2,18;1,33;0;Complete;100;
APP00386;20/11/2024;RM008;B12;Produksi;Approved;Komite;21/12/2024;29/12/2024;01/01/2025;3,59;2,96;1;Complete;90;
APP00387;04/01/2024;RM027;B02;Jasa;Approved;Komite;11/02/2024;17/02/2024;25/02/2024;1,42;0,97;1;Complete;90;
APP00388;16/01/2024;RM005;B08;Jasa;Approved;Komite;10/02/2024;23/02/2024;02/03/2024;1,35;0,99;0;Complete;100;
APP00389;06/10/2024;RM016;B03;Perdagangan;Pending;Verifikasi;;;;2,78;0,00;1;Complete;85;
APP00390;01/12/2024;RM026;B09;Perdagangan;Approved;Komite;22/12/2024;28/12/2024;03/01/2025;1,97;1,33;3;Incomplete;60;
APP00391;03/09/2024;RM018;B13;Perdagangan;Rejected;Verifikasi;21/09/2024;;;1,90;0,00;3;Incomplete;45;Dokumen Tidak Lengkap
APP00392;14/09/2024;RM006;B04;Jasa;Pending;Analisis;;;;5,08;0,00;1;Complete;85;
APP00393;08/06/2024;RM005;B13;Perdagangan;Pending;Verifikasi;;;;2,85;0,00;1;Complete;85;
APP00394;05/12/2024;RM028;B06;Konstruksi;Pending;Analisis;;;;0,60;0,00;0;Complete;100;
APP00395;31/05/2024;RM016;B10;Produksi;Rejected;Verifikasi;25/06/2024;;;3,20;0,00;2;Incomplete;60;Sektor Risiko Tinggi
APP00396;26/06/2024;RM013;B05;Jasa;Approved;Analisis;16/07/2024;28/07/2024;30/07/2024;3,02;2,45;1;Complete;90;
APP00397;11/06/2024;RM028;B10;Perdagangan;Rejected;Verifikasi;02/07/2024;;;4,04;0,00;1;Complete;75;Cashflow Lemah
APP00398;02/02/2024;RM005;B13;Konstruksi;Pending;Analisis;;;;1,13;0,00;3;Incomplete;55;
APP00399;27/06/2024;RM013;B01;Pertanian;Pending;Analisis;;;;2,41;0,00;1;Complete;85;
APP00400;10/04/2024;RM017;B09;Produksi;Pending;Verifikasi;;;;2,12;0,00;0;Complete;100;
APP00401;24/09/2024;RM018;B01;Perdagangan;Approved;Komite;24/10/2024;31/10/2024;05/11/2024;1,12;0,94;0;Complete;100;
APP00402;18/11/2024;RM008;B08;Jasa;Approved;Komite;01/12/2024;14/12/2024;17/12/2024;3,50;2,65;1;Complete;90;
APP00403;05/03/2024;RM013;B09;Perdagangan;Pending;Verifikasi;;;;1,72;0,00;1;Complete;85;
APP00404;16/06/2024;RM030;B09;Perdagangan;Approved;Komite;10/07/2024;25/07/2024;28/07/2024;3,96;2,64;3;Incomplete;60;
APP00405;25/11/2024;RM029;B01;Pertanian;Pending;Analisis;;;;1,27;0,00;1;Complete;85;
APP00406;12/02/2024;RM019;B02;Produksi;Approved;Analisis;17/03/2024;31/03/2024;09/04/2024;0,83;0,71;2;Incomplete;75;
APP00407;13/02/2024;RM026;B12;Jasa;Approved;Komite;09/03/2024;24/03/2024;28/03/2024;1,71;1,50;1;Complete;90;
APP00408;11/10/2024;RM003;B13;Konstruksi;Approved;Analisis;20/10/2024;02/11/2024;06/11/2024;2,28;1,71;1;Complete;90;
